232.0;[['01000015e0df4493', '2013-09-07 09:43:28+02', 'occupied']]
724.0;[['01000015e0e389e3', '2013-09-07 09:55:32+02', 'available']]
213.0;[['01000015e0e389e3', '2013-09-07 09:59:05+02', 'occupied']]
1295.0;[['01000015e0fefd37', '2013-09-07 10:20:40+02', 'available']]
61.0;[['01000015e0fefd37', '2013-09-07 10:21:41+02', 'occupied']]
81.0;[['01000015e0fefd37', '2013-09-07 10:23:02+02', 'available']]
10.0;[['01000015e0fefd37', '2013-09-07 10:23:12+02', 'occupied']]
747.0;[['01000015e0e389e3', '2013-09-07 10:35:39+02', 'available']]
71.0;[['01000015e0e389e3', '2013-09-07 10:36:50+02', 'occupied']]
542.0;[['01000015e0ef0a71', '2013-09-07 10:45:52+02', 'available']]
10.0;[['01000015e0ef0a71', '2013-09-07 10:46:02+02', 'occupied']]
95.0;[['01000015e0fefd37', '2013-09-07 10:47:37+02', 'available']]
10.0;[['01000015e0fefd37', '2013-09-07 10:47:47+02', 'occupied']]
1139.0;[['01000015e0f3ce6f', '2013-09-07 11:06:46+02', 'available']]
